FID,GEOID10,GEOID_Data,P_WRKAGE,AUTOOWN0,PCT_AO0,AUTOOWN1,PCT_AO1,AUTOOWN2P,PCT_AO2P,WORKERS,R_LOWWAGEW,R_MEDWAGEW,R_HIWAGEWK,R_PCTLOWWA,EMPTOT,E5_RET10,E5_OFF10,E5_IND10,E5_SVC10,E5_ENT10,E8_RET10,E8_OFF10,E8_IND10,E8_SVC10,E8_ENT10,E8_ED10,E8_HLTH10,E8_PUB10,E_FEDT10,E_FEDRET10,E_FEDOFF10,E_FEDIND10,E_FEDSVC10,E_FEDENT10,E_LOWWAGEW,E_MEDWAGEW,E_HIWAGEWK,E_PCTLOWWA,AC_TOT,AC_WATER,AC_LAND,AC_UNPR,D1A,D1B,D1C,D1C5_Ret10,D1C5_Off10,D1C5_Ind10,D1C5_Svc10,D1C5_Ent10,D1C8_Ret10,D1C8_Off10,D1C8_Ind10,D1C8_Svc10,D1C8_Ent10,D1C8_Ed10,D1C8_Hlth1,D1C8_Pub10,D1D,D1_flag,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMIX,D3a,D3aao,D3amm,D3apo,D3b,D3bao,D3bmm3,D3bmm4,D3bpo3,D3bpo4,D4a,D4b025,D4b050,D4c,D4d,D5ar,D5ae,D5br,D5br_Flag,D5be,D5be_Flag,D5cr,D5cri,D5ce,D5cei,D5dr,D5dri,D5de,D5dei,NatWalkInd,TrAccess_I,Pop_byTr,Pop_byTr_m,Pop_byTr_1,Pop_byTr_a,Pct_Pop_by,Pct_Pop__1,Pct_Pop__2,Pct_Pop__3,HU_byTr,HH_byTr,Wrks_byTr,Wrks_byTr_,Wrks_byTr1,Wrks_byT_1,Pct_Wrks_b,Pct_Wrks_1,Pct_Wrks_2,Pct_Wrks_3,LoWgWrks_b,LoWgWrks_1,LoWgWrks_2,MeWgWrks_b,HiWgWrks_b,LoMeWgWrks,LoMeWgWr_1,LoMeWgWr_2,Pct_LoWgWr,Pct_LoWg_1,Pct_LoWg_2,Pct_LoWg_3,Pct_MeWgWr,Pct_LoMeWg,Pct_LoMe_1,Pct_LoMe_2,Pct_LoMe_3,Jobs_byTr,Jobs_byTr_,Jobs_byTr1,Job_byTr_A,Pct_Jobs_b,Pct_Jobs_1,Pct_Jobs_2,Pct_Jobs_3
1045,1.70318E+11,15000US170318326001,0.8826,58,0.14454,220,0.54277,127,0.31268,384,44,65,275,0.11458,915,582,29,26,59,219,582,29,26,44,219,5,10,0,0,0,0,0,0,0,423,313,179,0.46,32.11,0,32.10684204,32.10680008,12.67642577,22.02022856,28.49859849,18.1269774,0.903234269,0.809796241,1.370424408,6.820976031,18.1269774,0.903234269,0.809796241,1.370424408,1.370424408,0.155730046,0.311460093,0,41.17502426,0,2.248157,0.632123,0.632123,0.54697,0.511846,0.737562,0.681061,0.751099,0.442677,0.725514,0.581665,0.419672,0.559715,31.62310028,0,5.950585169,25.67252458,322.355011,0,99.65980034,49.82489968,249.1645023,39.86392014,812.12439,0.949288159,1,108.6666667,2166.101333,475423.2958,603656.8829,55969.02,0,26162.23,0,0.000317,0.62,0.02,0.84,0.000678092,0.25,0.000369327,0.25,17.333,0.25,892571,0,2313560,429288,0.094341099,0,0.244533002,0.045373999,476433,421233,423420,0,967562,178373,0.104120001,0.000191805,0.237927005,0.043862499,78126,149,207030,125241,220053,203367,347,536088,0.081134602,0.000154738,0.215002999,0.0401587,0.094068304,0.088639997,0.000151244,0.233660996,0.043499298,863648,1233534,7,268229,0.207532004,1.68E-06,0.296415001,0.064454801
1046,1.70318E+11,15000US170318326003,0.85736,186,0.17395,524,0.49049,359,0.33555,1197,161,234,802,0.1345,299,115,29,33,27,95,115,29,33,23,95,0,4,0,0,0,0,0,0,0,159,78,62,0.53,48.25,0,48.24796295,48.2480011,22.17710209,40.83073936,6.197152827,2.383520318,0.601061645,0.6839667,0.476704064,1.968995045,2.383520318,0.601061645,0.6839667,0.476704064,0.476704064,0,0.082905055,0,28.37425492,0,0.279439,0.881346,0.881346,0.812806,0.700357,0.465849,0.60063,0.656645,0.578298,0.125163,0.40716,4.003344,0.049621,29.07119942,0,5.600236321,23.47099044,246.5690002,0,26.52111915,13.26055957,228.8096554,63.00265861,527.651819,0.758803456,1,155.6666667,2064.887467,439407.4874,571387.0662,60906.38,0,54247.78,1,0.000293,0.57,0.02,0.79,0.000737911,0.27,0.000765805,0.52,17.5,0.52,933310,0,2313560,429288,0.098646998,0,0.244533002,0.045373999,492466,435857,441047,0,967562,178373,0.108455002,0.000191805,0.237927005,0.043862499,82195,149,207030,131954,226898,214149,347,536088,0.085360199,0.000154738,0.215002999,0.0401587,0.099110402,0.093339503,0.000151244,0.233660996,0.043499298,877617,1233534,7,268229,0.210888997,1.68E-06,0.296415001,0.064454801
1047,1.70311E+11,15000US170310717002,0.79955,74,0.17623,185,0.44158,160,0.38217,581,99,123,359,0.17039,32,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,15,8,9,0.46,19.61349869,0,19.61349869,19.6135006,21.46480884,46.29464709,1.631529413,0,0,0,1.631529413,0,0,0,0,1.631529413,1.631529413,0,0,0,23.09633825,0,0.07601,0,0,0,0,0.368308,0.672179,0.672179,0.025519,0.03053,0.10671,18.15625,0,26,0,0,26,141.4349976,0,0,0,65.27,97.9,320.878302,0.982409938,1,75.66666667,2469.056,491911.2057,587493.4739,64010.36,1,27263.5,0,0.000328,0.64,0.02,0.82,0.000775517,0.28,0.000384873,0.26,14.167,0.26,800444,0,2313560,429288,0.0846036,0,0.244533002,0.045373999,444488,392718,389165,0,967562,178373,0.095697097,0.000191805,0.237927005,0.043862499,69816,149,207030,111434,207915,181250,347,536088,0.072504498,0.000154738,0.215002999,0.0401587,0.0836979,0.079000004,0.000151244,0.233660996,0.043499298,821315,1233534,7,268229,0.197359994,1.68E-06,0.296415001,0.064454801
1048,1.70311E+11,15000US170310717001,0.80241,22,0.06291,183,0.50662,155,0.43046,426,72,100,254,0.16901,57,12,7,1,15,22,12,7,1,7,22,0,8,0,0,0,0,0,0,0,28,17,12,0.49,19.91155624,0,19.91155624,19.91160011,18.18039713,37.36523609,2.862659217,0.602665098,0.351554641,0.050222092,0.351554641,1.104886013,0.602665098,0.351554641,0.050222092,0.351554641,0.351554641,0,0.401776732,0,21.04305635,0,0.157459,0.854499,0.854499,0.869026,0.7488,0.32638,0.512651,0.568986,0.260511,0.0652,0.240868,7.473684,0.001544,27.12000084,0,0,27.12,225.0679932,0,0,0,192.86,96.43,517.201517,0.413238311,1,85.66666667,2753.514667,460162.4951,563547.8615,59656.87,1,25366.2,0,0.000307,0.6,0.02,0.78,0.000722772,0.26,0.00035809,0.24,16.667,0.24,789210,0,2313560,429288,0.083416298,0,0.244533002,0.045373999,437679,387150,385208,0,967562,178373,0.094724,0.000191805,0.237927005,0.043862499,68669,149,207030,109902,206637,178571,347,536088,0.071313404,0.000154738,0.215002999,0.0401587,0.082547203,0.077832401,0.000151244,0.233660996,0.043499298,820429,1233534,7,268229,0.197146997,1.68E-06,0.296415001,0.064454801
1049,1.70311E+11,15000US170310716001,0.78631,58,0.06982,532,0.63905,242,0.29112,936,132,202,602,0.14102,120,11,42,18,38,11,11,42,18,30,11,0,8,0,0,0,0,0,0,0,30,34,56,0.25,40.06488037,0,40.06488037,40.06489944,20.81623587,44.50281602,2.995141852,0.27455467,1.048299648,0.449271278,0.748785463,0.27455467,0.27455467,1.048299648,0.449271278,0.748785463,0.748785463,0,0.199676123,0,23.81137772,0,0.143885,0.903567,0.903567,0.902581,0.777713,0.313223,0.383182,0.41515,0.031297,0.057504,0.23196,7.8,0.001114,24.61000061,0,2.27,22.34,263.6809998,0,31.95,15.97,231.65,71.89,506.011019,0,0.809483756,156,2491.968,466301.6334,567546.6776,61771.2,1,42745.31,1,0.000311,0.61,0.02,0.79,0.000748388,0.27,0.000603427,0.41,17.167,0.41,833943,0,2313560,429288,0.088144399,0,0.244533002,0.045373999,455631,403499,405098,0,967562,178373,0.099615,0.000191805,0.237927005,0.043862499,72609,149,207030,117495,214994,190104,347,536088,0.075405098,0.000154738,0.215002999,0.0401587,0.088250302,0.082859203,0.000151244,0.233660996,0.043499298,823181,1233534,7,268229,0.197807997,1.68E-06,0.296415001,0.064454801
1050,1.70311E+11,15000US170310715004,0.83479,158,0.25519,304,0.4896,158,0.25519,634,83,124,427,0.13091,66,0,14,1,8,43,0,14,1,6,43,0,2,0,0,0,0,0,0,0,19,31,16,0.28,25.76169586,0,25.76169586,25.76169968,24.10555591,39.71011868,2.56194314,0,0.543442484,0.03881732,0.232903922,1.669144773,0,0.543442484,0.03881732,0.232903922,0.232903922,0,0.077634641,0,26.66749905,0,0.10628,0.668922,0.576178,0.618529,0.478727,0.251919,0.40962,0.474202,0.111854,0.055189,0.192547,9.606061,0.000183,32.38000107,0,0.02,32.36,269.2189941,0,0,12.42,217.39,111.8,606.296867,0.454133057,1,267.6666667,6649.664,481322.9627,562917.8522,68489.59,0,28104.26,0,0.000321,0.63,0.02,0.78,0.000829785,0.3,0.000396742,0.27,15.333,0.27,767276,0,2313560,429288,0.081097901,0,0.244533002,0.045373999,429662,379555,377922,0,967562,178373,0.092932403,0.000191805,0.237927005,0.043862499,66873,149,207030,106852,204197,173725,347,536088,0.069448203,0.000154738,0.215002999,0.0401587,0.080256298,0.075720198,0.000151244,0.233660996,0.043499298,817820,1233534,7,268229,0.196520001,1.68E-06,0.296415001,0.064454801
1051,1.70311E+11,15000US170310715002,0.94485,303,0.33157,449,0.49141,161,0.17701,709,89,135,485,0.12552,106,0,4,0,52,50,0,4,0,18,50,0,34,0,0,0,0,0,0,0,54,27,25,0.5,6.43,0,6.42,6.38395977,143.3278745,170.4270246,16.6041035,0,0.626569943,0,2.819564745,7.832124291,0,0.626569943,0,2.819564745,2.819564745,0,5.325844518,0,159.931978,0,0.115847,0.75321,0.514146,0.825162,0.550108,0.302465,0.560791,0.560791,0.188826,0.082185,0.265386,6.688679,0.003384,29.61610031,0,5.608722496,24.0073354,216.0590057,0,49.83750561,0,199.3700536,49.83750561,616.274868,0,1,244,24324.05333,496034.2034,570125.5392,89472.03,0,38778.64,1,0.000331,0.64,0.02,0.79,0.001083998,0.4,0.00054743,0.37,16.333,0.37,854434,0,2313560,429288,0.090310201,0,0.244533002,0.045373999,471547,417113,416089,0,967562,178373,0.102317996,0.000191805,0.237927005,0.043862499,75053,149,207030,120298,220738,195351,347,536088,0.077943198,0.000154738,0.215002999,0.0401587,0.090355597,0.085146099,0.000151244,0.233660996,0.043499298,832437,1233534,7,268229,0.200031996,1.68E-06,0.296415001,0.064454801
1052,1.70311E+11,15000US170310715003,0.93468,362,0.378,472,0.49304,123,0.12895,739,93,145,501,0.12584,310,0,31,4,37,238,0,31,4,23,238,1,13,0,0,0,0,0,0,0,72,153,85,0.23,366.37,183.05,183.31,13.98859978,68.55583447,91.93201577,22.16090582,0,2.216090582,0.285947172,1.644196239,17.01385673,0,2.216090582,0.285947172,1.644196239,1.644196239,0.071486793,0.929328309,0,90.71674029,0,0.323253,0.535971,0.46166,0.465352,0.400972,0.458222,0.552121,0.638918,0.921956,0.191731,0.600687,2.383871,0.250607,46.88800049,6.475581436,3.437654343,36.97477055,506.6929932,8.714054031,15.70928089,9.593453979,499.2593342,153.6151818,559.436444,0,0.509004985,528.3333333,1844.597333,458573.9491,544223.6222,72124.47,0,39141.5,1,0.000306,0.6,0.02,0.76,0.000873823,0.32,0.000552553,0.37,16.5,0.37,876264,0,2313560,429288,0.092617497,0,0.244533002,0.045373999,477899,423205,425532,0,967562,178373,0.10464,0.000191805,0.237927005,0.043862499,76991,149,207030,124221,224320,201212,347,536088,0.079955801,0.000154738,0.215002999,0.0401587,0.093302198,0.087700702,0.000151244,0.233660996,0.043499298,834343,1233534,7,268229,0.200489998,1.68E-06,0.296415001,0.064454801
1053,1.70311E+11,15000US170310713002,0.87885,329,0.29933,558,0.50708,213,0.19357,967,129,202,636,0.1334,116,0,30,6,39,41,0,30,6,20,41,14,5,0,0,0,0,0,0,0,37,39,40,0.31,40.18,0,40.17,40.09759903,27.45800836,44.46651127,2.892941844,0,0.748174615,0.149634923,0.498783077,1.022505307,0,0.748174615,0.149634923,0.498783077,0.498783077,0.349148154,0.124695769,0,30.35095021,0,0.105359,0.892323,0.768605,0.873082,0.752295,0.268775,0.415001,0.477729,0.052875,0.055641,0.218671,8.336207,0.000652,26.17650032,0,6.091515856,20.08499809,154.0420074,0,31.85792775,39.82991156,79.65982311,39.82991156,401.844521,0,0.167554062,200,3186.453333,446693.6628,564191.7674,57970.1,0,46249.33,1,0.000298,0.58,0.02,0.78,0.000702336,0.26,0.000652893,0.44,16.833,0.44,845647,0,2313560,429288,0.089381397,0,0.244533002,0.045373999,462073,409453,412400,0,967562,178373,0.101411,0.000191805,0.237927005,0.043862499,73954,149,207030,119763,218683,193717,347,536088,0.076801904,0.000154738,0.215002999,0.0401587,0.089953803,0.084433898,0.000151244,0.233660996,0.043499298,821265,1233534,7,268229,0.197347999,1.68E-06,0.296415001,0.064454801
1054,1.70311E+11,15000US170310713001,0.8445,223,0.23641,398,0.4223,322,0.34127,952,136,211,605,0.14285,569,370,14,58,82,45,370,14,58,49,45,29,4,0,0,0,0,0,0,0,245,202,122,0.43,36.32351685,0,36.32351685,36.32350159,25.98867296,47.62754684,15.66478275,10.18623834,0.385425235,1.596761686,1.348988321,1.238866825,10.18623834,0.385425235,1.596761686,1.348988321,1.348988321,0.798380843,0.110121496,0,41.65345571,0,0.602754,0.673279,0.673279,0.617783,0.578112,0.596968,0.678134,0.738471,0.829309,0.25277,0.759023,1.673111,0.510119,25.73999977,0,5.02,20.72,95.45240021,0,8.81,35.24,48.45,22.02,220.003355,0,0,353.3333333,6225.536,444912.3396,555927.7333,63468.98,0,47972.08,1,0.000297,0.58,0.02,0.77,0.000768958,0.28,0.000677212,0.46,15.667,0.46,849409,0,2313560,429288,0.089778997,0,0.244533002,0.045373999,465679,412625,414671,0,967562,178373,0.101969004,0.000191805,0.237927005,0.043862499,74289,149,207030,119960,220422,194249,347,536088,0.077149801,0.000154738,0.215002999,0.0401587,0.090101697,0.084665798,0.000151244,0.233660996,0.043499298,822896,1233534,7,268229,0.197740003,1.68E-06,0.296415001,0.064454801
1055,1.70311E+11,15000US170310712001,0.87389,146,0.30536,238,0.4965,95,0.19813,571,74,111,386,0.12959,719,6,83,8,218,404,6,83,8,62,404,8,148,0,0,0,0,0,0,0,336,215,168,0.46,30.21,0,30.20944023,30.20940018,15.9221752,29.92442075,23.80050721,0.198613412,2.747485533,0.264817883,2.052338591,13.37330308,0.198613412,2.747485533,0.264817883,2.052338591,2.052338591,0.264817883,4.89913083,0,39.72268241,0,1.494802,0.636839,0.636839,0.642305,0.60106,0.718548,0.572615,0.634972,0.456449,0.518343,0.873908,0.794159,0.813962,27.68050003,0,12.3502282,15.33028326,112.9950027,0,52.96097857,52.96097857,5.290097746,21.18039135,722.58294,0.083069545,0.992239322,210,4448.938667,429444.9227,548739.7071,53890.25,0,31041.67,0,0.000287,0.56,0.02,0.76,0.000652907,0.24,0.000438209,0.3,17.167,0.3,830775,0,2313560,429288,0.087809503,0,0.244533002,0.045373999,450310,398450,403914,0,967562,178373,0.099323899,0.000191805,0.237927005,0.043862499,72989,149,207030,119076,211849,192065,347,536088,0.075799704,0.000154738,0.215002999,0.0401587,0.089437798,0.083713897,0.000151244,0.233660996,0.043499298,822799,1233534,7,268229,0.197715998,1.68E-06,0.296415001,0.064454801
1056,1.70311E+11,15000US170310619021,0.9405,399,0.44603,449,0.50195,46,0.05201,520,69,139,312,0.13269,29,4,3,0,15,7,4,3,0,12,7,0,3,0,0,0,0,0,0,0,3,14,12,0.1,5.064035892,0,5.064035892,5.064040184,176.736504,225.7093007,5.726657673,0.789883817,0.592412863,0,2.369651451,1.38229668,0.789883817,0.592412863,0,2.369651451,2.369651451,0,0.592412863,0,182.4631617,0,0.032402,0,0,0,0,0.109937,0.223231,0.223231,0.00003,0.022073,0.107978,17.931034,0,12.59000015,0,0,12.59,0,0,0,0,0,0,35.868263,0,0,336,42464.21333,387823.732,520782.9318,64331.07,0,39662.05,0,0.000259,0.5,0.02,0.72,0.000779403,0.28,0.000559901,0.38,7.5,0.38,806598,0,2313560,429288,0.085254103,0,0.244533002,0.045373999,450480,399079,397715,0,967562,178373,0.097799502,0.000191805,0.237927005,0.043862499,70439,149,207030,113226,214050,183665,347,536088,0.073151499,0.000154738,0.215002999,0.0401587,0.085043803,0.080052599,0.000151244,0.233660996,0.043499298,801771,1233534,7,268229,0.192662999,1.68E-06,0.296415001,0.064454801
1057,1.70315E+11,15000US170314909013,0.7768,61,0.12756,199,0.4123,223,0.46013,265,84,97,84,0.31698,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,2,0.37,76.04,0,76.03,75.9210968,6.388214398,13.51403706,0.105372609,0,0,0,0,0.105372609,0,0,0,0,0,0,0,0,6.493587006,0,0.016495,0,0,0,0,0.119698,0.329719,0.329719,0,0.006836,0.059934,33.125,0,18.11240005,0,3.560468097,14.55191315,85.58180237,0,16.83221294,25.24331875,54.70719239,12.62165938,556.228728,0.125868212,0.993042606,180.6666667,1520.804267,209048.8744,386243.3881,13866.92,0,12844.36,0,0.000139,0.27,0.01,0.53,0.000168005,0.06,0.000181321,0.12,11.167,0.12,659490,0,2313560,429288,0.069705397,0,0.244533002,0.045373999,301421,258286,235564,0,967562,178373,0.057925999,0.000191805,0.237927005,0.043862499,58783,149,207030,86794,89987,145577,347,536088,0.061046701,0.000154738,0.215002999,0.0401587,0.0651908,0.063451499,0.000151244,0.233660996,0.043499298,279363,1233534,7,268229,0.067130201,1.68E-06,0.296415001,0.064454801
1058,1.70315E+11,15000US170314909011,0.75925,127,0.17091,432,0.5802,185,0.24887,389,97,155,137,0.24935,18,0,6,0,12,0,0,6,0,2,0,0,10,0,0,0,0,0,0,0,10,6,2,0.55,61.48101425,0,61.48101425,61.48099899,12.13382715,25.47127791,0.292773309,0,0.097591103,0,0.032530368,0,0,0.097591103,0,0.032530368,0.032530368,0,0.162651838,0,12.42660046,0,0.024129,0,0,0,0,0.115223,0.175799,0.175799,0,0.010061,0.090422,21.611111,0,26.63999939,0,7.24,19.4,116.2480011,0,26.02,36.43,39.03,36.43,574.696046,0.894337917,1.000000001,95,988.9237333,208631.0102,388860.3916,16588.44,1,16252.67,1,0.000139,0.27,0.01,0.54,0.000200977,0.07,0.000229436,0.15,12.833,0.15,685606,0,2313560,429288,0.072465703,0,0.244533002,0.045373999,315469,269304,244192,0,967562,178373,0.060047701,0.000191805,0.237927005,0.043862499,60837,149,207030,89688,93667,150525,347,536088,0.063179798,0.000154738,0.215002999,0.0401587,0.067364499,0.065608203,0.000151244,0.233660996,0.043499298,515526,1233534,7,268229,0.123879999,1.68E-06,0.296415001,0.064454801
1059,1.70317E+11,15000US170317004014,0.70298,0,0,50,0.18927,215,0.81072,373,73,129,171,0.19571,68,0,10,0,46,12,0,10,0,7,12,1,38,0,0,0,0,0,0,0,25,34,9,0.36,50.67,0,50.66902161,50.66899872,5.249755996,15.21639802,1.342042886,0,0.197359248,0,0.138151474,0.236831098,0,0.197359248,0,0.138151474,0.138151474,0.019735925,0.749965142,0,6.591798882,0,0.255639,0.775902,0.529636,0.751378,0.581549,0.489715,0.674687,0.674687,0.616453,0.07469,0.314454,5.485294,0.011274,24.02050018,0,0,24.02046387,109.4690018,0,0,0,31.57060968,88.41170737,849.843762,0.128706082,0.996421508,69.66666667,879.9594667,218549.1856,409724.2521,13164.54,1,15074,0,0.000146,0.28,0.01,0.57,0.000159495,0.05,0.000212797,0.14,15.833,0.14,667919,0,2313560,429288,0.0705963,0,0.244533002,0.045373999,247701,218569,235436,0,967562,178373,0.057894599,0.000191805,0.237927005,0.043862499,60097,149,207030,94242,81097,154339,347,536088,0.062411301,0.000154738,0.215002999,0.0401587,0.070785001,0.067270502,0.000151244,0.233660996,0.043499298,133952,1233534,7,268229,0.0321883,1.68E-06,0.296415001,0.064454801
1060,1.70316E+11,15000US170315805012,0.69791,34,0.13095,129,0.49206,99,0.37698,216,58,106,52,0.26851,62,12,11,6,31,2,12,11,6,5,2,0,26,0,0,0,0,0,0,0,17,37,8,0.27,25.67,0,25.67,25.66909981,10.24579644,29.91928389,2.415358855,0.467488811,0.42853141,0.233744405,0.194787004,0.077914802,0.467488811,0.42853141,0.233744405,0.194787004,0.194787004,0,1.012892423,0,12.66115529,0,0.235741,0.812708,0.812708,0.853298,0.735247,0.411251,0.504415,0.551257,0.321911,0.068583,0.454087,3.483871,0.08342,21.25,0,1.42,19.83,51.94660187,0,24.93,0,24.93,18.69,375.698479,0,0,99.66666667,2484.864,313245.3645,492554.7347,26930.16,0,19409.88,0,0.000209,0.41,0.02,0.68,0.000326272,0.12,0.000274005,0.18,14.667,0.18,890575,0,2313560,429288,0.094130099,0,0.244533002,0.045373999,348045,296521,303927,0,967562,178373,0.074736699,0.000191805,0.237927005,0.043862499,73656,149,207030,125181,105090,198837,347,536088,0.076492399,0.000154738,0.215002999,0.0401587,0.094023198,0.086665504,0.000151244,0.233660996,0.043499298,661989,1233534,7,268229,0.159073994,1.68E-06,0.296415001,0.064454801
1061,1.70314E+11,15000US170314401012,0.73989,306,0.60215,174,0.34193,28,0.05591,192,50,99,43,0.26041,132,43,13,57,19,0,43,13,57,19,0,0,0,0,0,0,0,0,0,0,43,21,68,0.32,15.43,0,15.42793274,15.42790031,32.9921065,51.33545844,8.555909741,2.787152415,0.842627474,3.694597388,1.231532463,0,2.787152415,0.842627474,3.694597388,1.231532463,1.231532463,0,0,0,41.54801624,0,0.259332,0.891059,0.767516,0.891059,0.594039,0.474009,0.474613,0.50409,0.098574,0.136604,0.825974,1.454545,0.634736,22.21299934,0,0,22.21297595,51.84690094,0,0,0,0,51.84694611,558.035199,0.164652906,1,83.33333333,3456.938667,258933.533,453874.3076,22053.28,1,13687.24,0,0.000173,0.33,0.01,0.63,0.000267186,0.09,0.00019322,0.13,13.833,0.13,665778,0,2313560,429288,0.070370004,0,0.244533002,0.045373999,319063,266270,225881,0,967562,178373,0.055544902,0.000191805,0.237927005,0.043862499,56518,149,207030,86220,83143,142738,347,536088,0.0586944,0.000154738,0.215002999,0.0401587,0.064759701,0.062214099,0.000151244,0.233660996,0.043499298,546306,1233534,7,268229,0.131275997,1.68E-06,0.296415001,0.064454801
1062,1.70314E+11,15000US170314401013,0.74413,89,0.32307,186,0.67692,0,0,147,41,66,40,0.27891,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10.82006931,0,10.82006931,10.82009983,25.50815452,39.37128198,0.184841699,0,0,0.184841699,0,0,0,0,0.184841699,0,0,0,0,0,25.69299622,0,0.007246,0,0,0,0,0.061557,0.014489,0,0,0.004122,0.027463,73.5,0,20.54000092,0,0,20.54,49.29320145,0,0,0,29.57,29.57,357.64525,0.916213985,1,24,1419.584,255260.2337,448471.3128,24963.56,1,14092.49,0,0.00017,0.33,0.01,0.62,0.000302446,0.11,0.000198941,0.13,9.5,0.13,674150,0,2313560,429288,0.071254902,0,0.244533002,0.045373999,325455,271377,229907,0,967562,178373,0.056534901,0.000191805,0.237927005,0.043862499,57101,149,207030,86903,85903,144004,347,536088,0.059299901,0.000154738,0.215002999,0.0401587,0.065272696,0.062765896,0.000151244,0.233660996,0.043499298,591546,1233534,7,268229,0.142147005,1.68E-06,0.296415001,0.064454801
1063,1.70314E+11,15000US170314313011,0.66419,64,0.19526,265,0.80473,0,0,131,41,68,22,0.31297,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,12,2,0.26,35.38,0,35.37654114,35.37649918,9.328215518,19.02390619,0.537079075,0,0,0.537079075,0,0,0,0,0.537079075,0,0,0,0,0,9.865294593,0,0.057576,0,0,0,0,0.304972,0.08317,0,0,0.024531,0.25848,6.894737,0.002754,33.60329819,0,15.51151613,18.09176833,99.50800323,0,94.96928249,18.08176735,0,18.08176735,741.022492,0.612377041,1,195,3527.765333,195128.791,348885.0051,15285.01,0,10876.91,0,0.00013,0.25,0.01,0.48,0.000185185,0.06,0.000153547,0.1,13.167,0.1,438140,0,2313560,429288,0.046309602,0,0.244533002,0.045373999,221545,184072,148043,0,967562,178373,0.0364043,0.000191805,0.237927005,0.043862499,35879,149,207030,54976,57188,90855,347,536088,0.0372607,0.000154738,0.215002999,0.0401587,0.041292399,0.039600302,0.000151244,0.233660996,0.043499298,481269,1233534,7,268229,0.115648001,1.68E-06,0.296415001,0.064454801
1064,1.70317E+11,15000US170317005015,0.75721,0,0,104,0.34394,198,0.65605,365,80,122,163,0.21917,18,0,0,0,8,10,0,0,0,1,10,0,7,0,0,0,0,0,0,0,11,7,0,0.61,49.84,0,49.8399353,49.83990097,6.079462145,16.69344061,0.361156167,0,0,0,0.020064232,0.200642315,0,0,0,0.020064232,0.020064232,0,0.140449621,0,6.440618312,0,0.059406,0,0,0,0,0.2317,0.514607,0.514607,0.019922,0.018853,0.096082,20.277778,0,22.32999992,0,6.320008287,16.01002099,136.977005,0,51.36006735,38.52005051,0,64.20008419,511.671203,0.274279565,0.971616157,111.6666667,1433.924267,232413.7229,436219.0898,13479.01,1,15238.12,0,0.000155,0.3,0.01,0.6,0.000163305,0.06,0.000215114,0.14,13,0.14,690117,0,2313560,429288,0.072942503,0,0.244533002,0.045373999,255182,225036,242817,0,967562,178373,0.059709601,0.000191805,0.237927005,0.043862499,61984,149,207030,97714,83119,159698,347,536088,0.0643709,0.000154738,0.215002999,0.0401587,0.073392801,0.069606297,0.000151244,0.233660996,0.043499298,138980,1233534,7,268229,0.033396501,1.68E-06,0.296415001,0.064454801
1065,1.7031E+11,15000US170310301042,0.93972,312,0.68398,120,0.26406,23,0.05194,242,49,87,106,0.20247,20,7,0,0,3,10,7,0,0,3,10,0,0,0,0,0,0,0,0,0,14,3,3,0.7,3.06046176,0,3.06046176,3.060460091,149.323872,265.646188,6.534961575,2.287236551,0,0,0.980244236,3.267480787,2.287236551,0,0,0.980244236,0.980244236,0,0,0,155.8588336,0,0.043764,0,0,0,0,0.155735,0.339656,0.339656,0.00162,0.021409,0.155956,12.1,0.000015,28.07999992,0,0,28.08,52.27999878,0,0,0,0,52.28,592.015468,1,1,188,39314.34667,249713.0189,395552.2129,25017.88,0,24181.05,0,0.000166,0.32,0.01,0.55,0.000303104,0.11,0.000341359,0.23,10.667,0.23,674708,0,2313560,429288,0.071313903,0,0.244533002,0.045373999,365175,324559,320900,0,967562,178373,0.078910403,0.000191805,0.237927005,0.043862499,61031,149,207030,93556,166313,154587,347,536088,0.063381203,0.000154738,0.215002999,0.0401587,0.070269696,0.067378603,0.000151244,0.233660996,0.043499298,638140,1233534,7,268229,0.153343007,1.68E-06,0.296415001,0.064454801
